step,episode,reward,episode_length,task_success,collision_rate,comm_l2_norm,comm_grad_norm,proj_grad_norm,mean_dist,actor_loss,critic_loss,visit_entropy,rnd_bonus_mean,advantage_std,obs_mean
2048,10,24.072962814144585,200.0,0.0,0.0215,7.830989360809326,0.0014467925575445406,0.0008886039431672543,4.451009823215207,0.402273963438347,18.2223801210057,3.6202472448349,0.0027012035419512544,1.0,0.009748502634465694
